business_name,contact_page_url,main_public_phone,general_public_email
OK EV,https://www.okev.ca/contactus,778-943-2893,
Ok Frozen Dough,,250 546 0311,
Ok Patio Cafe,https://www.okpatiocafe.com/contact.php,250-863-5536,
OK Tire & Auto Service (L&C Vernon),https://www.oktire.com/support/contact/,(250) 545-0547,
Okanagan Aggregates Ltd,https://okanaganaggregates.com/contact-us/,250 546 3088,
Okanagan Beverage Co,,(250) 550-8885,
Okanagan Clinical Trials,https://okclinical.com/contact-us/,(250) 862-8141,
Okanagan College,https://www.okanagancollege.ca/contact-us,(250) 545-7291,
Okanagan Custom Trucks,https://okanagantruck.com/,+1-236-426-0990,
Okanagan Danger Tree Removal,,250 540 0948,
Okanagan Diesel Injection Ltd,,250-549-2101,
Okanagan Door & Window,,250-542-1294,
Okanagan DrainRight,https://drainright.ca/,778-475-5564,
Okanagan Eatery,,250-541-0457,
Okanagan Escape Rentals,https://www.outbacklakeside.com/,(250) 938-0744,
Okanagan Feldenkrais,https://www.slideshare.net/contact,(250) 550-4599,
Okanagan Glass,https://www.okanaganglass.com/contact/,250-542-3030,
Okanagan Grown Produce Ltd,https://okanagangrown.com/,(250)545-0694,
Okanagan Holiday Suites,,250-878-4981,
Okanagan Integrated Design,,(778) 212-2726,
Okanagan Integrated Network Services Inc,https://oins.ca/contact.html,(250) 260-4444,
Okanagan Leisure Rentals,https://okanaganleisure.com/book-now,250-258-6772,
Okanagan Love Relationships Counselling,,(250) 309-7055,
Okanagan Magic Snacks,https://traveliciouscouple.com/,(250) 550-4872,
Okanagan Market Place,,778 474 2233,
Okanagan Naturals,https://thegoldenplumber.com/,250-558-4252,
Okanagan Office Systems,http://okanaganofficesystems.com/contact-us/,(250) 762-7722,
Okanagan Personal Estate Services Ltd.,https://www.okanaganpersonalestateservices.ca/contact.html,604-897-3155,
Okanagan Precision Painting,https://www.okanagancustomcoatings.com/,250-766-7905,
Okanagan Prewire Ltd,,(250) 542-9932,
Okanagan Property Services & Storage,https://www.opsvernon.ca/contact,(250) 351-5343,
Okanagan Restoration Services,http://www.okrestore.com/contact/,(250) 542-3470,
Okanagan Rhythmic Gymnastics Club,,(250) 558-3092,
Okanagan Royal Park Inn,,236-426-3500,
Okanagan Science Centre,https://okscience.ca/,(250) 545-3644,
Okanagan Shuswap Sheep Producers' Association,https://okanaganshuswapsheep.ca/,250.328.9059,
Okanagan Skate Company,https://www.okanaganskate.com,(236) 426-2939,
Okanagan Spirits Inc,https://okanaganspirits.com/pages/contact,(250) 549-3120,
Okanagan Sundeck Centre,,+12507667320,
Okanagan Synergy Health & Wellness,https://okanagansyne1318.clinicsites.co:443/contact,778-475-0322,
Okanagan Test Rite,http://okanagantestrite.com/contact/,(250) 545-5951,
Okanagan Traffic Control Professionals Inc,https://okanagantrafficcontrol.wordpress.com/,250 546 8017,
Okanagan Village Housing Society,https://okvillage.ca/contact,(250) 545-6475,
Okanagan's Best Homes Inspection,https://daylightinspect.ca/contact,250-558-8150,
Okanogan Valley College of Massage Therapy,,250-541-1195,
Okgn-Property & Rv Maintenance,,778 908 1480,
Okhomeseller.com,,250-545-2383,
Olympia Cycle and Ski,https://www.cycleandski.com/,250-542-9662,
Om Naturale,https://www.omnaturale.ca/,250 546 0545,
Omar's Variety and Discount Store,,(250) 503-5501,
OnaCanvas,,250-803-1416,
Once Upon a Child,https://onceuponachild.com/locations/vernon-bc/,(778) 475-1517,
One Stop Automotive Repairs,https://www.armstrongautorepair.com/contact-us/,250 546 8690,
Online Product Photography Studio,,250-306-5699,
"Oopsie Daisy Flowers, Gifts and Baskets",https://www.vernonflowers.ca/site_map.php,(250) 545-0379,
Opa! of Greece,https://opaofgreece.com/contact-opa,778-475-6166,
Opal Resources Canada Inc,https://www.opalscanada.com/,250-542-5173,
Optical in Real Canadian Superstore,https://www.theodoreandpringle.ca/,250-550-2347,
Orchard Valley Retirement Residence,,(250) 545-0455,
Organic BC (Certified Organic Associations of BC),https://organicbc.org/contact-us/,(250) 260-4429,
Organic Skincare Studio & Shop,https://www.acompio.ca/,7788486849,
Oryana Grant,https://www.appointmentfind.com/contact,250-503-8808,
Outback Electric,,(250) 306-7277,
Outdoor Star Cinema,https://www.frontrowcentre.com/contact,2507183223,
Overlander Golf & Event Center,https://royalyorkgolfclub.com/,250 546 9700,
Overseas Roofingltd.,,778-890-3590,
Oxygen Yoga & Fitness Vernon Inc,https://oxygenyogaandfitness.com/contact-chilliwack/,(250) 556-9642,
Oyama Lake Eco Lodge,https://oyamalake.com/,250-862-1013,
Oyama Services,,250-862-6369,
Oyama Zipline,https://oyamazipline.com/contact-us/,18889472869,
Pacific Agricultural Certification Society,https://pacscertifiedorganic.ca/forms/contact-us,(250) 558-7927,
Pacific Coastal Airlines,,(800) 663-2872,
Pacific Sky Log Homes,,236-426-3107,
Pacific Top Team Jiu-Jitsu,https://www.pttvernon.com/,250-540-3473,
Padgett Business Services,https://www.padgettadvisors.com/,(250) 545-3007,
Pagoda Inn Restaurant,,1-250-547-9724,
Palette Tattoo,,778 442 5225,
Pallino's,,250-503-3405,
Pampered Pooch Barkery,,250-838-5882,
Pane Vino Pizzeria,,250-317-1435,
Panorama Veterinary Services,http://www.panoramavet.com/contact/,250-766-4310,
Papa Johns Pizza,https://www.papajohns.com/contact,250-379-2414,
Papito's Pizza,https://papitospizza.ca/contact,+1-250-766-3464,
Paradise Inn & Vacation Homes,https://paradisevacationhomes.ca/,250-503-1506,
Park Place Garage of Kelowna,https://www.parkplacegarage.net/contact,778-402-7760,
Parkwood Retirement Resort,https://cogirseniorliving.ca/contact-us,(250) 558-0232,
Parnell's Appliance,https://www.parnells.ca/,(250) 542-6998,
Partners in Brine Seafood,https://www.partnersinbrine.com/contact-us,1-250-442-9679,
Passive Remediation Systems Ltd,,250 306 6377,
Past Forward Fashions and Lingerie,https://escapades-lointaines.fr/contact/,(250) 309-9961,
"Pathfinder Project Services, LTD.",,250-938-2002,
"Patricia Paterson, Chartered Professional Accountant",,250 546 4014,
Paul Harvey Landscaping,https://local.infobel.ca/,250-306-4719,
Paula Milne Rmt,https://paulamilnermt.janeapp.com/,250-540-8825,
Paw Street Market,https://www.pawstreetmarket.com/,(250) 558-7933,
Payworks On-Line Payroll Service,https://www.payworks.ca/contact,(250) 868-1488,
Peacock and Lime Hair & Esthetics Studio,https://www.bestprosintown.com/contact.php,(778) 475-1070,
Pearle Vision,https://www.pearlevision.com/en-us/,250-545-2391,
Pearson Stewart Re/Max,https://www.remax.ca/,250-308-9760,
Pedego Electric Bikes,https://pedegoelectricbikes.ca/contact/,888-777-2066,
Penningtons,,250-558-4182,
Peoples Jewellers,https://www.peoplesjewellers.com/customer-service,250-545-4418,
Performance Hoist,https://www.performancehoist.ca/contact/,778-473-9353,
Peter's U-Pick,https://petersupick.com/contact.html,250-306-9600,
Petro-Canada,https://www.gasbuddy.com/,+1-250-542-0785,
Petro-Canada  (7-11),,250 546 2188,
Phi Factor Farm S,,205 503 3039,
Phoenix Roofing,https://www.roofinginvernon.com/contact-us/,250-938-8665,
Phoenix Western Business Development,,778-475-6061,
Pier Mac Sand & Gravel,https://piermac.ca/contact-us/,250-765-3155,
Pillar Lake Resort,https://www.pillarlake.com/contact,250-379-2623,
Pinecrest Construction Ltd,https://www.pinecrestconstruction.net/contact,250-549-0297,
Pink Pumpkin Farmstay,,250 212 9025,
Pinnacle Earthworks,,250-541-2814,
Pinnacle General Surgery Clinic,https://www.pinnaclegeneralsurgery.com/forhealthcareproviders,(250) 545-6443,
Pipe Piper Plumbing,,250-212-0232,
Piscine Energetics Inc,https://www.mysis.com/,(778) 475-0082,
Pizza Hut,https://www.pizzahut.ca/contact,250-766-0300,
Planet Bee Honey Farm Tours & Gifts,https://planetbee.com/,(250) 542-8088,
Planet Fitness,,(475) 342-8587,
Plato's Closet Vernon (1540070 BC Ltd.),,(250) 869-5124,
Play It Again Sports - Vernon,https://playitagainsports.com/contact-us/,1-236-201-3400,
Pleasant Valley Construction,,250 308 9940,
Pleasant Valley Dental,https://www.pleasantvalleydental.ca/site/contact-vernon-dentist?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,250-558-4222,
Pleasant Valley Health Centre,https://www.interiorhealth.ca/contact,250 546 4700,
Pleasant Valley Massage Therapy,,250-260-3332,
Pleasant Valley Quilting,,250 546 0003,
Plein De Vie Jewelry,https://www.hagemannsjewellery.com/contact/,403-831-2569,
Pocket Garden Nursery,https://www.bamboogarden.com/,1-866-766-5521,
Pocket Grandson,https://pocketgrandson.com/,(250) 351-7411,
Podolski Karl,https://prohands.ca/,250-545-9594,
Polaris Fitness,,250-307-3207,
PolyGuard Concrete Coatings,https://polyguard.ca/contact,250-307-3694,
Pop Mode Board Supply,https://www.popmode.ca/contact-us,2505420191,
Popeyes Louisiana Kitchen,https://www.popeyeschicken.ca/contact,236-426-0021,
Poppy's Closet Canada,,250-542-5060,
Poschwatta Law Office,,250-838-0726,
PostNet 112,https://www.postnet.ca/contact/,(236) 426-1313,
Pranic Forest Artisan Apothecary (closed fall 2024),,2364260666,
Pratophoto,https://www.pratophoto.ca/contact,250 309 0129,
Precision Electric Motor and Pump Service Ltd,https://bc.biass.ca/,(250) 545-6315,
Predator Ridge Resort,,(250) 542-3436,
President's Choice Financial Pavilion and ATM,https://www.pcfinancial.ca/en/contact-us/,1-866-246-7262,
Prestige Home Painting Ltd,,250 309 9465,
Primerica,https://www.primericacanada.com/,250 308 9877,
Primrose Roofing Ltd,,250-379-2544,
Printech Printing Corp,,(250) 542-2272,
Pro Ex Services Ltd,http://www.proexservices.ca/,778-480-5590,
Probyn Motors,https://www.probynmotors.com/contact,250-542-5743,
Procalibre Renovations Inc,https://www.procalibre.ca/,306-203-9625,
Professional Touch Janitorial,,778-212-0600,
"Progression Muscle, Bone and Joint Clinic",,(250) 549-2552,
Progressive Automotive Ltd,https://preferredmechanic.ca/contact-us,250-542-4099,
Project Causeway Impact Solutions Inc,,(250) 938-8311,
ProSew Exterior Window Shades & RV Skirting,https://prosew.ca/,250-545-3671,
Provenance Massage Therapy & Holistic Health Inc,https://provenancehealth.ca/contact/,250-541-9873,
PRT-Armstrong Nursery,http://www.prtgroup.com/,250-546-6713,
Pryce Landscape Products,https://www.prycelandscapeproducts.com/,(250) 542-7520,
Puff Vape Shop,https://calgaryvapestore.ca,250 307 0682,
Pure (Honey),https://www.purearmstrong.ca/contact.html,250 938 3605,
Pure Energy Electric,,250-938-2977,
Purple Horizon Roofing,,250-306-0049,
Purple Springs Nursery,,1 877 289 3813,
Pursuit Fitness,,250-317-3508,
Purvin-Good & Co,https://www.canadalegal.info/,250-766-0600,
Pv Blvd Coffee Ltd,,250 241 7085,
Quaint Hair Design,,778-480-0774,
Qualicare Home Care,https://qualicare.com/contact-our-caregiver-agency/,(250) 293-0773,
Quality Inn and Suites,,(250) 542-4434,
Quantum Power & Communications Inc,https://www.quantumpower.ca/contact/,250-307-4003,
Queen B's Landscaping,https://grandsonslandscaping.com/,778-932-1800,
Quilakwa RV Park,https://www.quilakwarvpark.com/rv-campground,(250) 838-2022,
Quintet Ventures Inc,https://nwmusicarchives.com/contact-us/,250-545-0444,
R & D Mechanical,,250-938-3782,
R&G Mechanical Contractors,,250-317-8438,
R+A Engineering Ltd,https://www.raengineering.ca/,(250) 542-1357,
R. Coombs Construction LTD,,1-250-260-0086,
R.A.P. Welding,,1-250-547-9789,
R.E. Postill & Sons Ltd,https://repostill.com/contact,(250) 545-5008,
R.L.Clark Electric,,250-542-8272,
R.T. Customizing,https://www.dopaminestrength.com/contact,250 546 6617,
Radford Claire Macdonald Realty,,250-309-3938,
Rags To Shine,https://www.redtopfootwear.com/contact-us,780-217-6393,
Raku Rice and Noodle Bar,https://www.rakuriceandnoodlebar.com/,(236) 426-1212,
Ram's Horn Plumbing,,250-309-1316,
Randy Rauck,https://rauck.ca/contact/,1-250-307-7553,
Randy Wilson,,778-475-5558,
Rapid Span Precast,https://rapidspan.com/contact,250 546 9676,
Ratio Coffee & Pastry,https://www.ratiocoffee.ca,(250) 545-9800,
Raven & Rook Media Inc,https://ravenandrookmedia.com/,(403) 217-5166,
Raven Business Services,https://ravenbusinessservices.com/contact/,(778) 561-0470,
RBC Dominion Securities Inc,https://www.rbc.com/contact-us.html,(250) 549-4050,
RBC Financial Group,https://www.rbcwealthmanagement.com/en-ca/,(250) 558-4336,
Rci Solutions,,250-826-8699,
RD's Office Services,,2505583571,
RE/MAX,,250-838-0025,
Re/Max - Priscilla Sookarow,https://www.remax.ca/,(250) 549-7050,
Re/Max Armstrong,,250 546 4487,
Re/Max Vernon,https://newlistings-vernon.com/contact.html,(250) 549-4161,
RE/MAX Vernon Salt Fowler,,(250) 549-7258,
REA Financial Services Inc,https://svgfsa.com/,(250) 545-3336,
Read Head Studio,https://www.readheadstudio.com/contact-us,(250) 540-3041,
Real Canadian Wholesale Club,https://www.wholesaleclub.ca/en/contact,(250) 260-4551,
Realstar Management,https://www.realstar.ca/contactus,250-878-7700,
Rebecca Todd Registered Massage Therapist,https://accounts.janeapp.com/lookup,250-306-0650,
Red Basket Store,https://www.bramblebushfloral.com/,(250) 545-7263,
Red Dog Glass Studio,,1-250-547-0020,
Red Roof Family Farm,https://www.youcanteatthegrass.com/,+12508683955,
Red Shed Farm Designs & Gifts,,250 674 1122,
Red Tomato Pies,https://www.redtomatopies.com/contact,(236) 426-1234,
Redline Recreation,https://www.redlinerecreation.ca/contact-us/,250 546 8872,
Reflections Cleaning Agency,https://girlsgonegreen.ca/contact/,250-309-4085,
Reflections Hair & Esthetics Studio,,(250) 545-7988,
Regehr Family Dental,https://regehrfamilydental.com/contact/,236-499-1180,
Region 8 Electric Ltd,https://region8electric.ca/contact,250-309-0049,
Reion Accounting,https://www.crowe.com/ca/crowemackay/insights/news-stories/reion-merges-with-crowe,2505451544,
Reitmans,https://www.reitmans.com/,250-260-2640,
Reliance Plumbing & Heating,https://www.americanstandardair.com/contact-us/,236-599-0834,
Remax Commercial Solutions,https://www.remax.ca/,2505425313,
Remax Enderby Co,,250-838-9938,
Reneez Salon,https://www.baysider.com/,250-503-6489,
Rennie Equipment,,1-250-547-6399,
Renovations By Patrick,,250-540-0539,
Repair Express,https://repairexpress.com/contact/,2502754761,
Reset Physiotherapy & Rehab,https://www.resetphysiotherapy.ca/,250-540-9514,
RGH Renovations,,250-878-4609,
RGR Accounting Rx Inc,https://accounting-rx.com/,(250) 944-1110,
Rich Tea,https://www.richtea.ca/contact-us,778-943-1631,
Richbuilt Homes Ltd,http://richbuilt.ca/,(250) 549-8852,
Ricks Painting,,250-801-0508,
Ridge Star Wellness,,639-999-6500,
Ringo-En Orchards,http://www.ringo-enorchards.com/,250-545-1610,
Risan Construction Inc.,https://risanconstruction.com/,250-801-6124,
Rivard L.E. and Associates (Moved out of BIA),https://www.ghacks.net/contact-microsoft-office-365-support/,(250) 545-3278,
River Citi Roofing,,250-545-5067,
River Road Management & Marketing,https://riverroadmm.ca/contact/,587 888 9503,
Rmc Systems Ltd,https://rmcsystemsltd.com/,250 803 1575,
Robert A Clarke,https://www.192.com/,250-558-0300,
Robert Moffat Trial Lawyer,https://www.validlaw.org/contact,(250) 542-1312,
Roberta L. Jordan,https://robertajordan.ca/,250-545-0333,
Robin Cardew - Robin Cardew CPA Chartered Professional Accountant,http://vernonaccountant.ca/contact/,(250) 550-5719,
Rock Garden Climbing Centre,https://www.climbthegarden.com/,236-426-3333,
Rockridge Real Estate Co Ltd,https://rockridge.ca/contact.html,250-260-3116,
Rocky Summit Contracting,,778-214-4137,
Roderick O'Keefe - O'Keefe 3 Percent Realty Inc.,,1-877-509-9009,
Roel Van De Crommenacker Realtor,,778-930-0901,
Roga Contracting Ltd,https://roga.ca/contact,250-542-2345,
Roland Construction,,6043381081,
Romei Plummer LLP,https://www.rpllp.ca/,1-250-542-1336,
RONA Inc,https://www.rona.ca/en,(250) 545-3332,
Roof Centre,https://roofcentre.com/contact/,250-545-6224,
Roost Solar,https://www.roostsolar.com/contact-us,(250) 307-5042,
Roots 88 Hairstyling,,250-542-2251,
Rosalinda's Filipino Kitchen,https://www.waivio.com/contact,(778) 475-6090,
Rose Family Orchard,,250-801-1273,
Rose Pilates and Fitness,,250-540-0677,
Rose Valley Family Dentistry,,250 546 2500,
Ross Jewell,https://www.jewelrystorescanada.com/contact,250-503-3123,
Ross Wightman Realty Kelowna,,778-215-7677,
"Rossworn Henderson, Llp",https://www.rhllp.ca/contact-us/,250 546 8665,
Rotech Motors Ltd,,236-600-0137,
Rouck Bros Sawmill,https://www.rouckbros.com/contact,1-250-547-6619,
Royal Canadian Mounted Police,https://www.rcmp.ca/selection?destination=/contact,250 546 3028,
Royal LePage Downtown Realty,https://downtownrealty.royallepage.ca/,(250) 545-5371,
Royal Lepage Downtown Realty Armstrong,https://www.royallepage.ca/en/contact-us,250 546 8791,
Royal Lepage Westbank,,250-766-3300,
Rp Plumbing & Gas Inc,,604 351 9145,
Rpk Sheet Metal & Exteriors,https://www.bark.com/en/ca/,778-791-5193,
Rpm Contracting,,250-547-9707,
RPM Tree Movers/Spade,https://www.treemover.com/contact/,250-503-8168,
RT Ranch Sausage And Custom Cutting,https://www.huntingbc.ca/,250-306-0064,
Rumorz Barber Nails Spa,,778 442 5220,
Russell N. Shortt Land Surveys Ltd,https://www.jrshortt.ca/,(250) 545-0511,
Rusticana Rentals,https://rusticanarentals.com/,604 551 0411,
Rusty Spur Farm Feed & Pet (formerly Briteland),https://www.castanetkamloops.net/contactus/,(250) 545-3420,
Ruth Frisby,,250-309-2760,
Ryan K Dentistry,,778-475-8810,
S.F Painting Ltd,,403-478-3100,
Sacred Body Wellness Centre,https://www.backandbody.ca/contact-us/,778-475-1720,
Saddle Up Magazine,https://saddleup.ca/contacts/,1 866 546 9922,
Safari Studio Limtied,,250-545-4217,
Safeway,,+1-250-542-2627,
Sage Dental Hygiene,,(250) 241-7243,
Sage Executive Group Real Estate,,778-480-5003,
Sally Beauty,https://stores.sallybeauty.com/,+1-866-234-9442,
Salvation Army Vernon,https://vernonhouseofhope.com,(250) 549-4111,
Sandman Hotel,,(250) 542-4325,
Sands & Associates Inc,https://www.sands-trustee.com/,1-800-661-3030,
Sandys (Okanagan) Collision Repairs Ltd,,250-542-9500,
Sans Equal Dog Grooming,,250-766-1066,
Saori's Beauty Bar - Lake Country,,250-808-7900,
Sarah Doan Canine Breeding Professional,,778-443-8033,
Sarahtonin Therapy,https://www.trendyholmcreations.com/,250-878-7236,
Save On Foods,,(250) 542-8825,
Savoy Equipment Ltd,https://savoyequipment.com/contact/,(250) 545-0627,
Sawmill Grove Woodworking,https://www.sawmillgrove.ca/,2505483239,
Scattered Goods,,(250) 549-2504,
Schafer Tammy Sundance Realty Group,https://chrisdocksteader.com/contact.html,250-470-8006,
Schell Motel,,250-545-1351,
Scotiabank,https://www.openinghours.ca/,1-250-547-7821,
Scotland Homes,,250 308 9335,
Scott Latwat,https://www.angellhasman.ca/contact,250-540-8891,
Scrubbies Cleaning Services Ltd,http://www.scrubbies.com/,1-866-563-1730,
Scv Contractors Corp,,250 546 3313,
Seasons Okanagan Design and Build Ltd,https://seasonsok.ca/contact/,(250) 307-7524,
Second Glance Hair Design,,250-546-8846,
Secure-Rite Mobile Storage,https://www.secure-rite.com/contact/,(250) 861-3955,
Securiguard,https://www.securiguard.com/contact/,(604) 685-6011,
SEDLICK HOLDINGS,https://www.connecthearing.ca/contact/,(250) 542-1686,
See You Later Alligator Kids Care,,250-938-4464,
Seed Computers,https://www.seedcomputers.ca/contact-us,250 540 4268,
Semko Contracting Ltd,https://semkocontracting.com/wordpress/,250-308-1907,
Senad Sijercic Notary Public,https://www.senadnotarypublic.ca/contact-us,250 546 9797,
Senger Manufacturing,,250 546 6166,
Sensations Skin Body Care & Electrolysis,https://www.sensationsskincare.ca/contact-us.html,250-549-5059,
Service Canada,,2505414006,
Service Quality Measurement Group Inc,https://imagemeasurement.online/contact,250-260-1517,
Sgr Vernon Contracting,https://maps.apple.com/,236-426-1885,
Shades Hair Design,,250-260-1116,
Shahi Pakwan,https://shaipakwan.ca/,236-426-2627,
Share Real Estate,,250-469-1070,
Sharma Restaurants Holding Inc,,778-475-0080,
Sharon Noble Wealth Management,https://emrabc.ca/contact/,(250) 545-6787,
Shaver Mountain Contracting,https://shavermountain.ca/contact/,250 309 3024,
Shear Dimensions Hair Design,,(250) 549-5201,
Shell,,+1-250-545-6698,
Sherpa Group Events-Management-Production,https://www.sherpagroup.ca/contact-us/,(604) 314-3685,
Sherri Baker Elevate Yourself,https://www.ama-assn.org/form/contact-us,250-718-1238,
"Shez Henna Art, Eyebrow Threading And Party Make up",https://www.ipsy.com:443/,778-363-0331,
Shine The Salon,,250-766-6707,
Shockproof Electric Ltd,,250-212-1420,
Shoot & Shutter,https://www.drahtphotography.com/contact/,204-461-3196,
Shop First Nations,https://shopfirstnations.com/contact-us/,(250) 300-9902,
Shoppers Drug Mart,,(250) 542-3371,
Shuler Robert B,https://www.accountants.bz/contact,250-545-1778,
Shuswap Massage Practitioner,,250-999-0945,
Siam Orchid Restaurant,,778-475-5545,
Sicamous Park Estates,https://www.deerrunestatesmhp.com/contact,250-558-1097,
Sid Hutchinson REMAX Vernon,https://www.remax.ca/,250-558-8728,
Sierra Mortgage Fund Ltd,,(250) 558-1111,
Sign-Doc Signs & Coating,https://www.docusign.com/,250-558-3660,
Signature Siding,https://signaturesiding.ca/,250-306-2412,
Silhouette Fashion Boutique,,250-546-3096,
Silver Star Animal Care Clinic,https://silverstaranimalcare.com/contact/,(778) 475-9400,
Silver Star Bed & Breakfast,,250-938-3838,
Silver Star Brewing,https://untappd.com/,(778) 475-5115,
Silver Star Car Wash,https://silverstarcarwash.ca/contact-us/,250-558-1142,
Silver Star Liquor Store,https://www.silverstarliquorstore.ca/,250-558-3934,
Silver Star Stays,https://silverstarstays.com/contact,1-250-540-7112,
Silverstar Flat Roofing & Sheetmetal,,778-215-8550,
SilverStar Mountain Resort,http://www.skisilverstar.com/contact-us/,(250) 542-0224,
Simmons Law,https://www.csimmonslaw.ca/,(250) 540-1432,
Simon's Coins Ltd,,(778) 538-1522,
Simply Delicious Natural & Gourmet Market,,(250) 542-7500,
Sir Weld A Lot,,250-838-0027,
Sir Winston's Neighbourhood Pub,https://www.sirwinstons.ca/contact/,(250) 549-3485,
Sisco Construction & Renovation,https://www.osha.gov/contactus,250-938-7366,
Sisters Restaurant,,1-250-547-2552,
Sisters Studio,,778-594-1994,
Sitara Animal Hospital,https://www.sitaraanimalhospital.com/,778-480-6274,
Siwoski Dental,https://toothdoc.ca/contact,250-541-7373,
Sko and Boot,https://www.skoandboot.com/,(236) 873-4104,
Sky Ridge Construction Ltd,https://network.procore.com/,250-558-9759,
Sladen Moore LLP,https://www.sladenmoore.com/contact-us,(250) 545-0754,
Slattery Services,https://slatteryhandymanservices.godaddysites.com/,(250) 540-6417,
Smart & Associates,https://smartcpa.ca/contact-us,(250) 542-4496,
Smith Alix Royal LePage,https://www.alixsmith.com/contact,250-869-5144,
Smooth Effects,https://smootheffectsvernon.ca/,2505582966,
Snac Shac,https://okanaganedge.net/contact-us/,1-250-547-6169,
Snax! Vending Service,https://www.snaxvending.ca/,(250) 351-7001,
Snipz Grooming Studio,https://shelbygrooming.ru/,250-308-9255,
Soapolallie Soapworks,https://soapw.com/,250 517 0527,
Sobr Market Vernon,https://www.thesobrmarket.com/,(250) 540-3025,
Social Planning Council for the North Okanagan,https://socialplanning.ca/contact/,(250) 540-8572,
Sokolowski Walter Dr,,250-766-3944,
Solera Cafe,https://www.menuxp.com/contact-us,250-547-2068,
Soleway Cheryl Royal Lepage,,250-308-8093,
Soona Studio,,(250) 351-6659,
SOS Labour Leasing,https://www.depkes.org/,778-940-0287,
South End Spine and Sports Physical Therapy and Chiropractic,https://southendspineandsports.com/,(250) 558-9998,
Spa Hills Compost,,(250) 833-2507,
Spallumcheen Golf & Country Club,https://spallumcheengolf.com/contact-us/,(250) 545-5824,
Spallumcheen Masonic Lodge #13,,250 938 3540,
Spallumcheen Storage Centre,https://www.spallstorage.com/contact/,250 546 3383,
Sparkle Time Cleaning Service,,778-212-6924,
Sparks Valley Ventures Ltd,,778-442-4545,
Sparrow Grass Field & Flower,https://www.sparrowgrassfieldandflower.com/contact,250 308 7660,
Spartan Contracting,https://www.spartancc.com/contact,250-801-4182,
Speedpro Signs,https://uihosting.com/parked/,(250) 545-2828,
Speedy Plumbing & Heating,,250-542-1902,
Spinners Sound Center,https://www.ebay.ca/,(778) 475-3180,
Spinners Sound Centre,http://www.spinnerssound.ca/,(250) 318-8102,
Spion Chiropractic + Rehab,https://spionchiropractic.com/,250-870-2372,
Spiritleaf,https://spiritleaf.ca/collections/spiritleaf-vernon,(236) 426-2230,
Splashes Bath & Kitchen,https://splashes.com/pages/contact,250-545-1381,
Splatsin Tsm7aksaltn (Splatsin Teaching Centre) Society,https://splatsin.ca/contact-us,(250) 838-6404,
Spyce Delivery,https://www.spyce.ca/contact,250 615 1626,
SQM Group Inc,https://www.sqmgroup.com/company/contact-sqm,1-800-446-2095,
Sri Homes Inc,,250-766-0457,
Staples Business Depot,https://stores.staples.ca/,(250) 503-3300,
Star Window Cleaning,https://starwindowcleaning.ca/,250-549-2234,
Starbucks,https://www.starbucks.ca/,250 483 5773,
Starlight Drive-In,https://www.starlightdrivein.ca/,250-838-6757,
State Of View,,1 604 345 8902,
Station BBQ,https://www.stationbbq.com/contact,(250) 260-6677,
Status Nightclub,http://new.statusvernon.com,(236) 426-1565,
Stephanie Sexsmith PREC Fair Realty,https://beyondrealestatesales.com/contact.html,1-250-306-0113,
Stepwise Immigration,,587-887-8292,
Steve Braun Coaching & Counselling,https://www.stevebraun.org/contact,(778) 932-1978,
Steve's Auto Parts,https://www.stevesusedautoparts.ca/,250 546 8001,
Steven M Brandner,,1-800-620-0900,
Stevenson Mechanical,https://www.stevensonmechanical.ca/,(250) 542-7700,
Stiletto Hair By Sarah,https://www.stilettoinlakecountry.ca/,604-615-7059,
Stix Property Inspections,https://www.stixpropertyinspections.com/,(778) 581-7849,
STK Synthetic Turf Kelowna Inc,http://kelownasyntheticturf.ca/contact-us/,(250) 215-9033,
Stor-it Place (The),https://thestoritplace.com/contact-us-2/,(250) 545-1000,
Strativity Workspace,https://strativity.ca,(250) 309-5226,
Strictly Golf,https://www.strictlygolfvernon.com/,(250) 542-4653,
Strongside,https://airial.travel/contact,778-480-4949,
Studio 568,https://www.jessdalyphotography.com/contact,250-542-5687,
Studio Ki Permanent Cosmetics,https://www.zipleaf.ca/Customer-Service,2503060909,
Stussi Sport,https://www.stussisport.com/,250-542-4141,
Styles on Mane,,(250) 545-5307,
Su-Zen Landscape Maintenance & Garden Care,,250-260-0176,
Subway,,250 546 6362,
Subway Sandwiches and Salads,,(250) 545-7776,
SUDA Korean Restaurant,,(236) 426-4303,
Suda Restaurant,,250-541-0199,
Sudz In The Bucket Cleaning Service Inc,https://sudzinthebucket.ca/contact-us.php,250-541-2829,
Sun Country Cycle Ltd,https://www.suncountrycycle.com/,(250) 545-8775,
Sun Dial Lighting,http://www.sundiallighting.ca/catalog,(250) 545-7370,
Sun Life Financial,https://rocketreach.co/,250-545-5203,
Sun Ridge deSigns,,250-546-0556,
Sun Valley Dentistry,https://sunvalleyfamilydentistry.ca/contact/,(250) 542-2776,
Sun Valley Landscape Maintenance,,1-250-547-9255,
Sunbelt Rentals,http://www.norvalevents.com/contact,(250) 503-0933,
SUNDANCE POOL AND SPA,https://sundancepoolandspa.com/contact/,(250) 549-7170,
Sunderland Dental,,250-549-0025,
Sundowner Meats,https://lumby-bc.canadian-shops.com/,1-250-547-1463,
Sunset City Painting,,250-503-1653,
